season,week,celebrity_name,partner,age,industry,total_judge_score,num_judges,is_eliminated,placement,result_description
11,2,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,21.0,3,0,4,Eliminated Week 9
11,2,Florence Henderson,Corky Ballas,76,Actor/Actress,19.0,3,0,8,Eliminated Week 5
11,2,Margaret Cho,Louis van Amstel,41,Comedian,18.0,3,0,10,Eliminated Week 3
11,2,The Situation,Karina Smirnoff,28,TV Personality,18.0,3,0,9,Eliminated Week 4
11,2,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,12.0,3,1,11,Eliminated Week 2
11,2,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,3,Audrina Patridge,Tony Dovolani,25,TV Personality,26.0,3,0,7,Eliminated Week 6
11,3,Jennifer Grey,Derek Hough,50,Actor/Actress,24.0,3,0,1,1st Place
11,3,Rick Fox,Cheryl Burke,41,Athlete,24.0,3,0,6,Eliminated Week 7
11,3,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,24.0,3,0,4,Eliminated Week 9
11,3,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,23.0,3,0,2,2nd Place
11,3,Kurt Warner,Anna Trebunskaya,39,Athlete,23.0,3,0,5,Eliminated Week 8
11,3,Florence Henderson,Corky Ballas,76,Actor/Actress,20.0,3,0,8,Eliminated Week 5
11,3,The Situation,Karina Smirnoff,28,TV Personality,20.0,3,0,9,Eliminated Week 4
11,3,Bristol Palin,Mark Ballas,19,TV Personality,19.0,3,0,3,3rd Place
11,3,Margaret Cho,Louis van Amstel,41,Comedian,18.0,3,1,10,Eliminated Week 3
11,3,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,3,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,4,Jennifer Grey,Derek Hough,50,Actor/Actress,28.0,3,0,1,1st Place
11,4,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,24.0,3,0,4,Eliminated Week 9
11,4,Audrina Patridge,Tony Dovolani,25,TV Personality,23.0,3,0,7,Eliminated Week 6
11,4,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,20.0,3,0,2,2nd Place
11,4,Rick Fox,Cheryl Burke,41,Athlete,19.5,3,0,6,Eliminated Week 7
11,4,Florence Henderson,Corky Ballas,76,Actor/Actress,17.5,3,0,8,Eliminated Week 5
11,4,Kurt Warner,Anna Trebunskaya,39,Athlete,17.0,3,0,5,Eliminated Week 8
11,4,Bristol Palin,Mark Ballas,19,TV Personality,16.0,3,0,3,3rd Place
11,4,The Situation,Karina Smirnoff,28,TV Personality,14.0,3,1,9,Eliminated Week 4
11,4,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,4,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,4,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,5,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,27.0,3,0,4,Eliminated Week 9
11,5,Jennifer Grey,Derek Hough,50,Actor/Actress,25.0,3,0,1,1st Place
11,5,Rick Fox,Cheryl Burke,41,Athlete,24.0,3,0,6,Eliminated Week 7
11,5,Kurt Warner,Anna Trebunskaya,39,Athlete,24.0,3,0,5,Eliminated Week 8
11,5,Audrina Patridge,Tony Dovolani,25,TV Personality,23.0,3,0,7,Eliminated Week 6
11,5,Florence Henderson,Corky Ballas,76,Actor/Actress,21.0,3,1,8,Eliminated Week 5
11,5,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,20.0,3,0,2,2nd Place
11,5,Bristol Palin,Mark Ballas,19,TV Personality,18.0,3,0,3,3rd Place
11,5,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,5,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,5,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,5,The Situation,Karina Smirnoff,28,TV Personality,0.0,3,0,9,Eliminated Week 4
11,6,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,35.9999,3,0,4,Eliminated Week 9
11,6,Audrina Patridge,Tony Dovolani,25,TV Personality,31.9998,3,1,7,Eliminated Week 6
11,6,Rick Fox,Cheryl Burke,41,Athlete,30.0,3,0,6,Eliminated Week 7
11,6,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,29.999899999999997,3,0,2,2nd Place
11,6,Jennifer Grey,Derek Hough,50,Actor/Actress,29.0,3,0,1,1st Place
11,6,Bristol Palin,Mark Ballas,19,TV Personality,27.9998,3,0,3,3rd Place
11,6,Kurt Warner,Anna Trebunskaya,39,Athlete,21.9999,3,0,5,Eliminated Week 8
11,6,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,6,Florence Henderson,Corky Ballas,76,Actor/Actress,0.0,3,0,8,Eliminated Week 5
11,6,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,6,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,6,The Situation,Karina Smirnoff,28,TV Personality,0.0,3,0,9,Eliminated Week 4
11,7,Jennifer Grey,Derek Hough,50,Actor/Actress,36.5,4,0,1,1st Place
11,7,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,36.5,4,0,4,Eliminated Week 9
11,7,Kurt Warner,Anna Trebunskaya,39,Athlete,35.0,4,0,5,Eliminated Week 8
11,7,Rick Fox,Cheryl Burke,41,Athlete,34.5,4,1,6,Eliminated Week 7
11,7,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,33.5,4,0,2,2nd Place
11,7,Bristol Palin,Mark Ballas,19,TV Personality,32.5,4,0,3,3rd Place
11,7,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,4,0,12,Eliminated Week 1
11,7,Florence Henderson,Corky Ballas,76,Actor/Actress,0.0,4,0,8,Eliminated Week 5
11,7,Margaret Cho,Louis van Amstel,41,Comedian,0.0,4,0,10,Eliminated Week 3
11,7,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,4,0,11,Eliminated Week 2
11,7,The Situation,Karina Smirnoff,28,TV Personality,0.0,4,0,9,Eliminated Week 4
11,7,Audrina Patridge,Tony Dovolani,25,TV Personality,0.0,4,0,7,Eliminated Week 6
11,8,Jennifer Grey,Derek Hough,50,Actor/Actress,28.5,3,0,1,1st Place
11,8,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,28.5,3,0,4,Eliminated Week 9
11,8,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,28.0,3,0,2,2nd Place
11,8,Kurt Warner,Anna Trebunskaya,39,Athlete,24.0,3,1,5,Eliminated Week 8
11,8,Bristol Palin,Mark Ballas,19,TV Personality,23.5,3,0,3,3rd Place
11,8,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,8,Florence Henderson,Corky Ballas,76,Actor/Actress,0.0,3,0,8,Eliminated Week 5
11,8,Rick Fox,Cheryl Burke,41,Athlete,0.0,3,0,6,Eliminated Week 7
11,8,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,8,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,8,The Situation,Karina Smirnoff,28,TV Personality,0.0,3,0,9,Eliminated Week 4
11,8,Audrina Patridge,Tony Dovolani,25,TV Personality,0.0,3,0,7,Eliminated Week 6
11,9,Jennifer Grey,Derek Hough,50,Actor/Actress,30.0,3,0,1,1st Place
11,9,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,29.0,3,0,2,2nd Place
11,9,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,28.5,3,1,4,Eliminated Week 9
11,9,Bristol Palin,Mark Ballas,19,TV Personality,26.5,3,0,3,3rd Place
11,9,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,9,Florence Henderson,Corky Ballas,76,Actor/Actress,0.0,3,0,8,Eliminated Week 5
11,9,Rick Fox,Cheryl Burke,41,Athlete,0.0,3,0,6,Eliminated Week 7
11,9,Kurt Warner,Anna Trebunskaya,39,Athlete,0.0,3,0,5,Eliminated Week 8
11,9,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,9,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,9,The Situation,Karina Smirnoff,28,TV Personality,0.0,3,0,9,Eliminated Week 4
11,9,Audrina Patridge,Tony Dovolani,25,TV Personality,0.0,3,0,7,Eliminated Week 6
11,10,Jennifer Grey,Derek Hough,50,Actor/Actress,30.0,3,0,1,1st Place
11,10,Kyle Massey,Lacey Schwimmer,19,Actor/Actress,27.333199999999998,3,0,2,2nd Place
11,10,Bristol Palin,Mark Ballas,19,TV Personality,25.6666,3,0,3,3rd Place
11,10,David Hasselhoff,Kym Johnson,58,Actor/Actress,0.0,3,0,12,Eliminated Week 1
11,10,Florence Henderson,Corky Ballas,76,Actor/Actress,0.0,3,0,8,Eliminated Week 5
11,10,Rick Fox,Cheryl Burke,41,Athlete,0.0,3,0,6,Eliminated Week 7
11,10,Kurt Warner,Anna Trebunskaya,39,Athlete,0.0,3,0,5,Eliminated Week 8
11,10,Margaret Cho,Louis van Amstel,41,Comedian,0.0,3,0,10,Eliminated Week 3
11,10,Michael Bolton,Chelsie Hightower,57,Singer/Rapper,0.0,3,0,11,Eliminated Week 2
11,10,Brandy,Maksim Chmerkoskiy,31,Singer/Rapper,0.0,3,0,4,Eliminated Week 9
11,10,The Situation,Karina Smirnoff,28,TV Personality,0.0,3,0,9,Eliminated Week 4
11,10,Audrina Patridge,Tony Dovolani,25,TV Personality,0.0,3,0,7,Eliminated Week 6
12,1,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,24.0,3,0,4,Eliminated Week 9
12,1,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,23.0,3,0,2,2nd Place
12,1,Chelsea Kane,Mark Ballas,22,Actor/Actress,21.0,3,0,3,3rd Place
12,1,Hines Ward,Kym Johnson,35,Athlete,21.0,3,0,1,1st Place
12,1,Chris Jericho,Cheryl Burke,40,Athlete,19.0,3,0,7,Eliminated Week 6
12,1,Romeo,Chelsie Hightower,21,Singer/Rapper,19.0,3,0,5,Eliminated Week 8
12,1,Petra Nemcova,Dmitry Chaplin,31,Model,18.0,3,0,8,Eliminated Week 5
12,1,Kendra Wilkinson,Louis van Amstel,25,TV Personality,18.0,3,0,6,Eliminated Week 7
12,1,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,17.0,3,0,9,Eliminated Week 4
12,1,Wendy Williams,Tony Dovolani,46,TV Personality,14.0,3,0,10,Eliminated Week 3
12,1,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,13.0,3,0,11,Eliminated Week 2
12,2,Hines Ward,Kym Johnson,35,Athlete,23.0,3,0,1,1st Place
12,2,Chris Jericho,Cheryl Burke,40,Athlete,23.0,3,0,7,Eliminated Week 6
12,2,Romeo,Chelsie Hightower,21,Singer/Rapper,23.0,3,0,5,Eliminated Week 8
12,2,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,21.0,3,0,4,Eliminated Week 9
12,2,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,20.0,3,0,2,2nd Place
12,2,Kendra Wilkinson,Louis van Amstel,25,TV Personality,19.0,3,0,6,Eliminated Week 7
12,2,Chelsea Kane,Mark Ballas,22,Actor/Actress,18.0,3,0,3,3rd Place
12,2,Petra Nemcova,Dmitry Chaplin,31,Model,18.0,3,0,8,Eliminated Week 5
12,2,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,17.0,3,0,9,Eliminated Week 4
12,2,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,17.0,3,1,11,Eliminated Week 2
12,2,Wendy Williams,Tony Dovolani,46,TV Personality,17.0,3,0,10,Eliminated Week 3
12,3,Hines Ward,Kym Johnson,35,Athlete,25.0,3,0,1,1st Place
12,3,Petra Nemcova,Dmitry Chaplin,31,Model,25.0,3,0,8,Eliminated Week 5
12,3,Chelsea Kane,Mark Ballas,22,Actor/Actress,23.0,3,0,3,3rd Place
12,3,Kendra Wilkinson,Louis van Amstel,25,TV Personality,23.0,3,0,6,Eliminated Week 7
12,3,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,21.0,3,0,4,Eliminated Week 9
12,3,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,21.0,3,0,2,2nd Place
12,3,Chris Jericho,Cheryl Burke,40,Athlete,21.0,3,0,7,Eliminated Week 6
12,3,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,20.0,3,0,9,Eliminated Week 4
12,3,Romeo,Chelsie Hightower,21,Singer/Rapper,20.0,3,0,5,Eliminated Week 8
12,3,Wendy Williams,Tony Dovolani,46,TV Personality,15.0,3,1,10,Eliminated Week 3
12,3,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,4,Chelsea Kane,Mark Ballas,22,Actor/Actress,26.0,3,0,3,3rd Place
12,4,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,25.0,3,0,4,Eliminated Week 9
12,4,Hines Ward,Kym Johnson,35,Athlete,25.0,3,0,1,1st Place
12,4,Chris Jericho,Cheryl Burke,40,Athlete,23.0,3,0,7,Eliminated Week 6
12,4,Petra Nemcova,Dmitry Chaplin,31,Model,23.0,3,0,8,Eliminated Week 5
12,4,Romeo,Chelsie Hightower,21,Singer/Rapper,23.0,3,0,5,Eliminated Week 8
12,4,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,22.0,3,0,2,2nd Place
12,4,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,21.0,3,1,9,Eliminated Week 4
12,4,Kendra Wilkinson,Louis van Amstel,25,TV Personality,18.0,3,0,6,Eliminated Week 7
12,4,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,4,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,5,Hines Ward,Kym Johnson,35,Athlete,27.0,3,0,1,1st Place
12,5,Chelsea Kane,Mark Ballas,22,Actor/Actress,26.0,3,0,3,3rd Place
12,5,Chris Jericho,Cheryl Burke,40,Athlete,26.0,3,0,7,Eliminated Week 6
12,5,Romeo,Chelsie Hightower,21,Singer/Rapper,26.0,3,0,5,Eliminated Week 8
12,5,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,23.0,3,0,2,2nd Place
12,5,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,22.0,3,0,4,Eliminated Week 9
12,5,Petra Nemcova,Dmitry Chaplin,31,Model,22.0,3,1,8,Eliminated Week 5
12,5,Kendra Wilkinson,Louis van Amstel,25,TV Personality,22.0,3,0,6,Eliminated Week 7
12,5,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,3,0,9,Eliminated Week 4
12,5,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,5,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,6,Chelsea Kane,Mark Ballas,22,Actor/Actress,28.0,3,0,3,3rd Place
12,6,Romeo,Chelsie Hightower,21,Singer/Rapper,28.0,3,0,5,Eliminated Week 8
12,6,Hines Ward,Kym Johnson,35,Athlete,27.0,3,0,1,1st Place
12,6,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,26.0,3,0,2,2nd Place
12,6,Kendra Wilkinson,Louis van Amstel,25,TV Personality,25.0,3,0,6,Eliminated Week 7
12,6,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,24.0,3,0,4,Eliminated Week 9
12,6,Chris Jericho,Cheryl Burke,40,Athlete,22.0,3,1,7,Eliminated Week 6
12,6,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,3,0,9,Eliminated Week 4
12,6,Petra Nemcova,Dmitry Chaplin,31,Model,0.0,3,0,8,Eliminated Week 5
12,6,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,6,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,7,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,33.0,4,0,4,Eliminated Week 9
12,7,Hines Ward,Kym Johnson,35,Athlete,33.0,4,0,1,1st Place
12,7,Chelsea Kane,Mark Ballas,22,Actor/Actress,32.0,4,0,3,3rd Place
12,7,Kendra Wilkinson,Louis van Amstel,25,TV Personality,30.5,4,1,6,Eliminated Week 7
12,7,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,30.0,4,0,2,2nd Place
12,7,Romeo,Chelsie Hightower,21,Singer/Rapper,30.0,4,0,5,Eliminated Week 8
12,7,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,4,0,9,Eliminated Week 4
12,7,Chris Jericho,Cheryl Burke,40,Athlete,0.0,4,0,7,Eliminated Week 6
12,7,Petra Nemcova,Dmitry Chaplin,31,Model,0.0,4,0,8,Eliminated Week 5
12,7,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,4,0,11,Eliminated Week 2
12,7,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,4,0,10,Eliminated Week 3
12,8,Chelsea Kane,Mark Ballas,22,Actor/Actress,27.5,3,0,3,3rd Place
12,8,Hines Ward,Kym Johnson,35,Athlete,27.0,3,0,1,1st Place
12,8,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,26.5,3,0,2,2nd Place
12,8,Romeo,Chelsie Hightower,21,Singer/Rapper,26.0,3,1,5,Eliminated Week 8
12,8,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,23.0,3,0,4,Eliminated Week 9
12,8,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,3,0,9,Eliminated Week 4
12,8,Chris Jericho,Cheryl Burke,40,Athlete,0.0,3,0,7,Eliminated Week 6
12,8,Petra Nemcova,Dmitry Chaplin,31,Model,0.0,3,0,8,Eliminated Week 5
12,8,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,8,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,8,Kendra Wilkinson,Louis van Amstel,25,TV Personality,0.0,3,0,6,Eliminated Week 7
12,9,Chelsea Kane,Mark Ballas,22,Actor/Actress,36.5,3,0,3,3rd Place
12,9,Hines Ward,Kym Johnson,35,Athlete,30.0,3,0,1,1st Place
12,9,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,27.0,3,0,2,2nd Place
12,9,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,24.0,3,1,4,Eliminated Week 9
12,9,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,3,0,9,Eliminated Week 4
12,9,Chris Jericho,Cheryl Burke,40,Athlete,0.0,3,0,7,Eliminated Week 6
12,9,Petra Nemcova,Dmitry Chaplin,31,Model,0.0,3,0,8,Eliminated Week 5
12,9,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,9,Romeo,Chelsie Hightower,21,Singer/Rapper,0.0,3,0,5,Eliminated Week 8
12,9,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,9,Kendra Wilkinson,Louis van Amstel,25,TV Personality,0.0,3,0,6,Eliminated Week 7
12,10,Chelsea Kane,Mark Ballas,22,Actor/Actress,29.666600000000003,3,0,3,3rd Place
12,10,Hines Ward,Kym Johnson,35,Athlete,29.666600000000003,3,0,1,1st Place
12,10,Kirstie Alley,Maksim Chmerkoskiy,60,Actor/Actress,27.999899999999997,3,0,2,2nd Place
12,10,Ralph Macchio,Karina Smirnoff,49,Actor/Actress,0.0,3,0,4,Eliminated Week 9
12,10,Sugar Ray Leonard,Anna Trebunskaya,54,Athlete,0.0,3,0,9,Eliminated Week 4
12,10,Chris Jericho,Cheryl Burke,40,Athlete,0.0,3,0,7,Eliminated Week 6
12,10,Petra Nemcova,Dmitry Chaplin,31,Model,0.0,3,0,8,Eliminated Week 5
12,10,Mike Catherwood,Lacey Schwimmer,32,Radio Personality,0.0,3,0,11,Eliminated Week 2
12,10,Romeo,Chelsie Hightower,21,Singer/Rapper,0.0,3,0,5,Eliminated Week 8
12,10,Wendy Williams,Tony Dovolani,46,TV Personality,0.0,3,0,10,Eliminated Week 3
12,10,Kendra Wilkinson,Louis van Amstel,25,TV Personality,0.0,3,0,6,Eliminated Week 7
13,1,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,22.0,3,0,1,1st Place
13,1,Chynna Phillips,Tony Dovolani,43,Singer/Rapper,22.0,3,0,9,Eliminated Week 4
13,1,Hope Solo,Maksim Chmerkoskiy,30,Athlete,21.0,3,0,4,Eliminated Week 9
13,1,Ricki Lake,Derek Hough,42,Actor/Actress,20.0,3,0,3,3rd Place
13,1,Kristin Cavallari,Mark Ballas,24,TV Personality,19.0,3,0,10,Eliminated Week 3
13,1,David Arquette,Kym Johnson,40,Actor/Actress,18.0,3,0,6,Eliminated Week 7
13,1,Carson Kressley,Anna Trebunskaya,41,TV Personality,17.0,3,0,8,Eliminated Week 5
13,1,Chaz Bono,Lacey Schwimmer,42,TV Personality,17.0,3,0,7,Eliminated Week 6
13,1,Nancy Grace,Tristan MacManus,51,TV Personality,16.0,3,0,5,Eliminated Week 8
13,1,Rob Kardashian,Cheryl Burke,24,TV Personality,16.0,3,0,2,2nd Place
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,15.0,3,0,11,Eliminated Week 2
13,1,Metta World Peace (Ron),Peta Murgatroyd,31,Athlete,14.0,3,1,12,Eliminated Week 1
13,2,Ricki Lake,Derek Hough,42,Actor/Actress,23.0,3,0,3,3rd Place
13,2,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,22.0,3,0,1,1st Place
13,2,Kristin Cavallari,Mark Ballas,24,TV Personality,22.0,3,0,10,Eliminated Week 3
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,21.0,3,1,11,Eliminated Week 2
13,2,Chynna Phillips,Tony Dovolani,43,Singer/Rapper,21.0,3,0,9,Eliminated Week 4
13,2,Nancy Grace,Tristan MacManus,51,TV Personality,21.0,3,0,5,Eliminated Week 8
13,2,Rob Kardashian,Cheryl Burke,24,TV Personality,21.0,3,0,2,2nd Place
13,2,Hope Solo,Maksim Chmerkoskiy,30,Athlete,19.0,3,0,4,Eliminated Week 9
13,2,David Arquette,Kym Johnson,40,Actor/Actress,18.0,3,0,6,Eliminated Week 7
13,2,Carson Kressley,Anna Trebunskaya,41,TV Personality,18.0,3,0,8,Eliminated Week 5
13,2,Chaz Bono,Lacey Schwimmer,42,TV Personality,17.0,3,0,7,Eliminated Week 6
13,2,Metta World Peace (Ron),Peta Murgatroyd,31,Athlete,0.0,3,0,12,Eliminated Week 1
13,3,Ricki Lake,Derek Hough,42,Actor/Actress,27.0,3,0,3,3rd Place
13,3,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,26.0,3,0,1,1st Place
13,3,Chynna Phillips,Tony Dovolani,43,Singer/Rapper,26.0,3,0,9,Eliminated Week 4
13,3,David Arquette,Kym Johnson,40,Actor/Actress,24.0,3,0,6,Eliminated Week 7
13,3,Hope Solo,Maksim Chmerkoskiy,30,Athlete,24.0,3,0,4,Eliminated Week 9
13,3,Kristin Cavallari,Mark Ballas,24,TV Personality,24.0,3,1,10,Eliminated Week 3
13,3,Rob Kardashian,Cheryl Burke,24,TV Personality,24.0,3,0,2,2nd Place
13,3,Carson Kressley,Anna Trebunskaya,41,TV Personality,23.0,3,0,8,Eliminated Week 5
13,3,Nancy Grace,Tristan MacManus,51,TV Personality,21.0,3,0,5,Eliminated Week 8
13,3,Chaz Bono,Lacey Schwimmer,42,TV Personality,18.0,3,0,7,Eliminated Week 6
13,3,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,0.0,3,0,11,Eliminated Week 2
13,3,Metta World Peace (Ron),Peta Murgatroyd,31,Athlete,0.0,3,0,12,Eliminated Week 1
13,4,Ricki Lake,Derek Hough,42,Actor/Actress,29.0,3,0,3,3rd Place
13,4,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,26.0,3,0,1,1st Place
13,4,Hope Solo,Maksim Chmerkoskiy,30,Athlete,24.0,3,0,4,Eliminated Week 9
13,4,Rob Kardashian,Cheryl Burke,24,TV Personality,24.0,3,0,2,2nd Place
13,4,David Arquette,Kym Johnson,40,Actor/Actress,23.0,3,0,6,Eliminated Week 7
13,4,Chynna Phillips,Tony Dovolani,43,Singer/Rapper,21.0,3,1,9,Eliminated Week 4
13,4,Chaz Bono,Lacey Schwimmer,42,TV Personality,21.0,3,0,7,Eliminated Week 6
13,4,Nancy Grace,Tristan MacManus,51,TV Personality,21.0,3,0,5,Eliminated Week 8
13,4,Carson Kressley,Anna Trebunskaya,41,TV Personality,20.0,3,0,8,Eliminated Week 5
13,4,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,0.0,3,0,11,Eliminated Week 2
13,4,Metta World Peace (Ron),Peta Murgatroyd,31,Athlete,0.0,3,0,12,Eliminated Week 1
13,4,Kristin Cavallari,Mark Ballas,24,TV Personality,0.0,3,0,10,Eliminated Week 3
13,5,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,28.0,3,0,1,1st Place
13,5,David Arquette,Kym Johnson,40,Actor/Actress,25.0,3,0,6,Eliminated Week 7
13,5,Rob Kardashian,Cheryl Burke,24,TV Personality,25.0,3,0,2,2nd Place
13,5,Ricki Lake,Derek Hough,42,Actor/Actress,24.0,3,0,3,3rd Place
13,5,Hope Solo,Maksim Chmerkoskiy,30,Athlete,24.0,3,0,4,Eliminated Week 9
13,5,Nancy Grace,Tristan MacManus,51,TV Personality,22.0,3,0,5,Eliminated Week 8
13,5,Chaz Bono,Lacey Schwimmer,42,TV Personality,21.0,3,0,7,Eliminated Week 6
13,5,Carson Kressley,Anna Trebunskaya,41,TV Personality,19.0,3,1,8,Eliminated Week 5
13,5,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,0.0,3,0,11,Eliminated Week 2
13,5,Metta World Peace (Ron),Peta Murgatroyd,31,Athlete,0.0,3,0,12,Eliminated Week 1
13,5,Chynna Phillips,Tony Dovolani,43,Singer/Rapper,0.0,3,0,9,Eliminated Week 4
13,5,Kristin Cavallari,Mark Ballas,24,TV Personality,0.0,3,0,10,Eliminated Week 3
13,6,Ricki Lake,Derek Hough,42,Actor/Actress,29.0,3,0,3,3rd Place
13,6,J.R. Martinez,Karina Smirnoff,28,Actor/Actress,29.0,3,0,1,1st Place
13,6,Nancy Grace,Tristan MacManus,51,TV Personality,24.0,3,0,5,Eliminated Week 8
13,6,David Arquette,Kym Johnson,40,Actor/Actress,23.0,3,0,6,Eliminated Week 7
13,6,Rob Kardashian,Cheryl Burke,24,TV Personality,22.0,3,0,2,2nd Place
13,6,Hope Solo,Maksim Chmerkoskiy,30,Athlete,20.0,3,0,4,Eliminated Week 9
13,6,Chaz Bono,Lacey Schwimmer,42,TV Personality,19.0,3,1,7,Eliminated Week 6
13,6,Elisabetta Canalis,Valentin Chmerkovskiy,33,Actor/Actress,0.0,3,0,11,Eliminated Week 2
